baseline_hazards
0.0
0.0
1.370309451033299e-05
1.9112998805621353e-05
2.129058085093409e-05
1.819778777455557e-05
2.541654491917009e-05
3.546740023759217e-05
2.3842518950003754e-05
3.466419780546741e-05
2.3775344225059107e-05
1.082438051486043e-05
