baseline_hazards
0.0
0.0
2.255309806447888e-08
3.137566193958048e-08
3.6328763717027354e-08
3.150765648655686e-08
4.523628275797753e-08
6.382762596725236e-08
4.249066876106774e-08
6.178323212965319e-08
4.2303663139459754e-08
1.53541088533288e-08
