baseline_hazards
0.0
0.0
1.1097101507173284e-06
1.5466693190062578e-06
1.7366024926034444e-06
1.4976328041489421e-06
2.1186206726530755e-06
2.961778641534812e-06
1.9964291664901464e-06
2.9166079294236435e-06
2.001845844857948e-06
5.168855222620714e-07
