option,gender,c-td,c-index,auc
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 38}",female,0.5095,0.9319,0.9146
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 39}",female,0.6107,0.9657,0.9459
"{'nodes': [10], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 40}",female,0.6131,0.905,0.8896
"{'nodes': [10, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 41}",female,0.5941,0.9481,0.9293
"{'nodes': [10, 20, 40], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 42}",female,0.5767,0.9154,0.8982
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 43}",female,0.5137,0.9127,0.8962
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 44}",female,0.4846,0.8817,0.8663
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 45}",female,0.5595,0.9233,0.9071
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 46}",female,0.4521,0.8774,0.8613
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 47}",female,0.5054,0.9496,0.9307
"{'nodes': [10], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 48}",female,0.3981,0.8429,0.8290000000000001
"{'nodes': [10, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 49}",female,0.4806,0.8823,0.8665
"{'nodes': [10, 20, 40], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 50}",female,0.478,0.8133,0.8005
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 51}",female,0.5833,0.9159,0.8997
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 52}",female,0.4320000000000001,0.8882,0.8731
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 53}",female,0.4414,0.9596,0.94
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 54}",female,0.3974,0.9057,0.8887
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 55}",female,0.5102,0.973,0.9526
"{'nodes': [10], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 56}",female,0.4608,0.8786,0.8640000000000001
"{'nodes': [10, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 57}",female,0.4151,0.8943,0.8789
"{'nodes': [10, 20, 40], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 58}",female,0.3907,0.7819,0.7711
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 59}",female,0.6684,0.9107,0.8949
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 60}",female,0.4904,0.8652,0.8497
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 61}",female,0.3726,0.8983,0.8813
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 62}",female,0.4556,0.9345,0.9161
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 63}",female,0.3934,0.9141,0.8962
"{'nodes': [10], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 64}",female,0.3915,0.8240000000000001,0.8118
"{'nodes': [10, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 65}",female,0.5412,0.9124,0.8965
"{'nodes': [10, 20, 40], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 66}",female,0.4916,0.8867,0.8726
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 67}",female,0.5364,0.9273,0.9098
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 68}",female,0.6404,0.9541,0.9359999999999999
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 69}",female,0.6123,0.9543,0.9362
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 70}",female,0.5628,0.973,0.9525
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 71}",female,0.4664,0.9215,0.9036
"{'nodes': [10], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 72}",female,0.5514,0.8587,0.8447
"{'nodes': [10, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 73}",female,0.5579999999999999,0.8866,0.8702
"{'nodes': [10, 20, 40], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 74}",female,0.4594,0.912,0.8959999999999999
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 75}",female,0.5164,0.8657,0.8508
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 76}",female,0.6063,0.9454,0.9275
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 77}",female,0.5305,0.922,0.9042
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 78}",female,0.4078,0.8471,0.8331
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 79}",female,0.6327,0.9446,0.9255
"{'nodes': [10], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 80}",female,0.3969,0.8851,0.8695
"{'nodes': [10, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 81}",female,0.4325,0.9005,0.8833
"{'nodes': [10, 20, 40], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 82}",female,0.3581,0.7613,0.7512
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 83}",female,0.4783,0.8814,0.8644
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 84}",female,0.5046,0.9383,0.9203
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 85}",female,0.6006,0.9369,0.9181
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 86}",female,0.5704,0.9791,0.9582
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 87}",female,0.436,0.9184,0.9018
"{'nodes': [10], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 88}",female,0.5167,0.8503,0.8367
"{'nodes': [10, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 89}",female,0.3617,0.8608,0.8462
"{'nodes': [10, 20, 40], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 90}",female,0.518,0.9391,0.9211
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 91}",female,0.4379,0.8925,0.8771
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 92}",female,0.5357,0.9234,0.9059
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 93}",female,0.6538,0.9352,0.9179
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 94}",female,0.5371,0.8529,0.8399
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 95}",female,0.5881,0.902,0.8864
"{'nodes': [10], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 96}",female,0.5637,0.8977,0.8823
"{'nodes': [10, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 97}",female,0.5432,0.8996,0.8847
"{'nodes': [10, 20, 40], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 98}",female,0.5346,0.8836,0.8686
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 99}",female,0.5669,0.9215,0.9056
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 100}",female,0.5417,0.9373,0.9188
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 101}",female,0.5011,0.8540000000000001,0.8379
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 102}",female,0.3973,0.8817,0.8666
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 103}",female,0.4747,0.9269,0.9086
"{'nodes': [10], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 104}",female,0.3643,0.8009999999999999,0.7885
"{'nodes': [10, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 105}",female,0.4614,0.9046,0.8879
"{'nodes': [10, 20, 40], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 106}",female,0.6175,0.9487,0.9299
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 107}",female,0.4346,0.8369,0.8228
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 108}",female,0.4956,0.9483,0.93
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 109}",female,0.4453,0.9472,0.9286
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 110}",female,0.5014,0.919,0.9032
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 111}",female,0.4687,0.8541,0.8402
"{'nodes': [10], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 112}",female,0.578,0.8949,0.8808
"{'nodes': [10, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 113}",female,0.5229,0.897,0.8805
"{'nodes': [10, 20, 40], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 114}",female,0.5743,0.9422,0.9229
"{'nodes': [10, 20, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 115}",female,0.3184,0.7758,0.7632
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 116}",female,0.6283,0.9447,0.9274
"{'nodes': [10, 20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 117}",female,0.3996,0.9262,0.9084
"{'nodes': [10, 20, 40, 40, 20, 10], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 118}",female,0.3725,0.7676,0.7568
"{'nodes': [10, 20, 40, 40, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 119}",female,0.42,0.8112,0.7996
