option,gender,c-td,c-index,auc
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.0001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 32}",female,0.4023,0.7529,0.7434
"{'nodes': [12], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 33}",female,0.659,0.9085,0.8923
"{'nodes': [12, 40], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 34}",female,0.6177,0.9378,0.9197
"{'nodes': [12, 40, 20], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 35}",female,0.4373,0.8925,0.8763
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 36}",female,0.5223,0.7963,0.7849
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 37}",female,0.5362,0.841,0.8267
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 38}",female,0.5297,0.9276,0.9099
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 39}",female,0.5505,0.8675,0.8541
"{'nodes': [20], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 40}",female,0.3695,0.8442,0.83
"{'nodes': [20, 40], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 41}",female,0.3875,0.7844,0.7736
"{'nodes': [20, 40, 20], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 42}",female,0.6497,0.8547,0.8414
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 43}",female,0.4751,0.8919,0.8759999999999999
"{'nodes': [12], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 44}",female,0.3618,0.8265,0.8136
"{'nodes': [12, 40], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 45}",female,0.5431,0.8640000000000001,0.8496
"{'nodes': [12, 40, 20], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 46}",female,0.3737,0.8563,0.8425
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 47}",female,0.6287,0.9434,0.9255
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 48}",female,0.7018,0.9497,0.9315
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 49}",female,0.5335,0.8484,0.8351
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 50}",female,0.3956,0.7677,0.7572
"{'nodes': [20], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 51}",female,0.3867,0.83,0.8176
"{'nodes': [20, 40], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 52}",female,0.4449,0.8139,0.8021
"{'nodes': [20, 40, 20], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 53}",female,0.6591,0.8959,0.8806
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 54}",female,0.3973,0.7374,0.7282
"{'nodes': [12], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 55}",female,0.4996,0.7872,0.7763
"{'nodes': [12, 40], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 56}",female,0.3799,0.6748,0.6674
"{'nodes': [12, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 57}",female,0.6166,0.8819,0.8677
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 58}",female,0.6456,0.9174,0.9014
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 59}",female,0.6636,0.9374,0.9194
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 60}",female,0.4661,0.8005,0.7885
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 61}",female,0.4714,0.7555,0.7449
"{'nodes': [20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 62}",female,0.5426,0.9337,0.9161
"{'nodes': [20, 40], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 63}",female,0.4763,0.8999,0.8824
"{'nodes': [20, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 64}",female,0.3246,0.6568,0.6503
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.0005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 65}",female,0.5849,0.9001,0.884
"{'nodes': [12], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 66}",female,0.3999,0.8482,0.8339
"{'nodes': [12, 40], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 67}",female,0.4069,0.7379,0.7282
"{'nodes': [12, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 68}",female,0.4957,0.8067,0.7952
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 69}",female,0.6102,0.9355,0.9174
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 70}",female,0.453,0.7854,0.7742
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 71}",female,0.4197,0.8171,0.8043
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 72}",female,0.4995,0.8864,0.8706
"{'nodes': [20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 73}",female,0.6553,0.8989,0.8836
"{'nodes': [20, 40], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 74}",female,0.4811,0.8376,0.8232
"{'nodes': [20, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 75}",female,0.4241,0.8322,0.8192
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 76}",female,0.4114,0.7277,0.7188
"{'nodes': [12], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 77}",female,0.4658,0.7387,0.7292
"{'nodes': [12, 40], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 78}",female,0.6504,0.8641,0.8507
"{'nodes': [12, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 79}",female,0.5643,0.8452,0.8313
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 80}",female,0.6465,0.9126,0.8959999999999999
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 81}",female,0.5878,0.9257,0.9092
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 82}",female,0.6547,0.9066,0.8911
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 83}",female,0.5272,0.8946,0.8784
"{'nodes': [20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 84}",female,0.4943,0.8624,0.8489
"{'nodes': [20, 40], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 85}",female,0.3651,0.5012,0.627
"{'nodes': [20, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 86}",female,0.4134,0.8149,0.8028
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 87}",female,0.4932,0.888,0.8728
"{'nodes': [12], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 88}",female,0.3848,0.7923,0.7802
"{'nodes': [12, 40], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 89}",female,0.4354,0.8190000000000001,0.8059999999999999
"{'nodes': [12, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 90}",female,0.3492,0.5823,0.5814
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 91}",female,0.5638,0.8227,0.8108
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 92}",female,0.5103,0.9347,0.917
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 93}",female,0.3438,0.7036,0.6951
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 94}",female,0.5496,0.9071,0.8911
"{'nodes': [20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 95}",female,0.3624,0.7204,0.7102
"{'nodes': [20, 40], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 96}",female,0.4362,0.7256,0.7161
"{'nodes': [20, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 97}",female,0.3796,0.7390000000000001,0.7291
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.001, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 98}",female,0.5744,0.9312,0.9127
"{'nodes': [12], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 99}",female,0.6464,0.8997,0.8847
"{'nodes': [12, 40], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 100}",female,0.6076,0.9317,0.9145
"{'nodes': [12, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 101}",female,0.6052,0.8672,0.8528
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 102}",female,0.5234,0.8999,0.8841
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 103}",female,0.5174,0.8255,0.812
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 104}",female,0.3827,0.6241,0.6306
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 105}",female,0.6147,0.9335,0.9159999999999999
"{'nodes': [20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 106}",female,0.4945,0.8262,0.8135
"{'nodes': [20, 40], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 107}",female,0.4432,0.8703,0.8555
"{'nodes': [20, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 108}",female,0.5322,0.8318,0.8191
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 109}",female,0.6563,0.8959,0.8808
"{'nodes': [12], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 110}",female,0.6595,0.9222,0.9062
"{'nodes': [12, 40], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 111}",female,0.5361,0.8572,0.8431
"{'nodes': [12, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 112}",female,0.3973,0.939,0.92
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 113}",female,0.3483,0.6971,0.6890000000000001
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 114}",female,0.6409,0.8648,0.8527
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 115}",female,0.5312,0.8783,0.8632
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 116}",female,0.5804,0.8069,0.7959
"{'nodes': [20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 117}",female,0.6532,0.8938,0.8788
"{'nodes': [20, 40], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 118}",female,0.4169,0.8345,0.8201
"{'nodes': [20, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 119}",female,0.586,0.852,0.8382
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 120}",female,0.3837,0.7438,0.7346
"{'nodes': [12], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 121}",female,0.613,0.8905,0.8748
"{'nodes': [12, 40], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 122}",female,0.4879,0.8341,0.8207
"{'nodes': [12, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 123}",female,0.5079,0.7932,0.7825
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 124}",female,0.5087,0.8935,0.8784
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 125}",female,0.6058,0.8994,0.8836
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 126}",female,0.4375,0.8612,0.8461
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 127}",female,0.5829,0.9059999999999999,0.8897
"{'nodes': [20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 128}",female,0.3835,0.8128,0.8005
"{'nodes': [20, 40], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 129}",female,0.5747,0.7818,0.7705
"{'nodes': [20, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 130}",female,0.5844,0.919,0.9022
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.005, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 131}",female,0.436,0.8443,0.8303
"{'nodes': [12], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 132}",female,0.2875,0.5539999999999999,0.5503
"{'nodes': [12, 40], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 133}",female,0.5913,0.8481,0.8349
"{'nodes': [12, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 134}",female,0.6301,0.9287,0.9106
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 135}",female,0.6118,0.9251,0.9075
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 136}",female,0.3489,0.654,0.6474
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 137}",female,0.6617,0.8984,0.8835
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 138}",female,0.3797,0.8984,0.8825
"{'nodes': [20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 139}",female,0.3272,0.6707,0.6651
"{'nodes': [20, 40], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 140}",female,0.3735,0.7532,0.7434
"{'nodes': [20, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 141}",female,0.55,0.8764,0.8614
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 4096, 'weighted_decay': 0, 'decay': 0, 'index': 142}",female,0.408,0.8121,0.7993
"{'nodes': [12], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 143}",female,0.634,0.925,0.9087
"{'nodes': [12, 40], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 144}",female,0.401,0.7527,0.7422
"{'nodes': [12, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 145}",female,0.42200000000000004,0.8261,0.8123
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 146}",female,0.3412,0.872,0.8564
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 147}",female,0.6854,0.8792,0.8647
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 148}",female,0.3501,0.693,0.6854
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 149}",female,0.6598,0.9063,0.8903
"{'nodes': [20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 150}",female,0.4441,0.8863,0.8709
"{'nodes': [20, 40], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 151}",female,0.5876,0.893,0.8771
"{'nodes': [20, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 152}",female,0.4417,0.7715,0.7614
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 2048, 'weighted_decay': 0, 'decay': 0, 'index': 153}",female,0.6773,0.8652,0.8513
"{'nodes': [12], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 154}",female,0.6444,0.8591,0.8456
"{'nodes': [12, 40], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 155}",female,0.6511,0.85,0.8372
"{'nodes': [12, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 156}",female,0.5925,0.8636,0.8492
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 157}",female,0.6818,0.9322,0.9152
"{'nodes': [12, 40, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 158}",female,0.38,0.6502,0.6429
"{'nodes': [12, 40, 40, 20, 10], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 159}",female,0.4529,0.7788,0.768
"{'nodes': [12, 40, 40, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 160}",female,0.5887,0.9453,0.9261
"{'nodes': [20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 161}",female,0.4399,0.7594,0.7492
"{'nodes': [20, 40], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 162}",female,0.4648,0.7555,0.7453
"{'nodes': [20, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 163}",female,0.4381,0.8498,0.8362
"{'nodes': [20, 40, 40, 20], 'lr_rate': 0.01, 'batch': 1024, 'weighted_decay': 0, 'decay': 0, 'index': 164}",female,0.3443,0.7138,0.7052
